workshop_id,bucket,asset_type,title,source_path,status,notes
01,,pdf,1. Tips for Managing Money When You Live With Mental Health Challenges,main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Behavioral Health and Mindfulness/1. Tips for Managing Money When You Live With Mental Health Challenges.pdf,review,
01,,pdf,"10. Brief History of Race, Racism & Colonialism","main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/10. Brief History of Race, Racism & Colonialism.pdf",review,
01,,pdf,"11. Unaffordable America. Poverty, Housing and Eviction","main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/11. Unaffordable America. Poverty, Housing and Eviction.pdf",review,
01,,pdf,12. FAQs on Problem Gambling,main/rebuild/content/legacy/whole/Module 1/WS1 Resources/12. FAQs on Problem Gambling.pdf,review,
01,,pdf,13. Financial Toolkit for Problem Gamblers,main/rebuild/content/legacy/whole/Module 1/WS1 Resources/13. Financial Toolkit for Problem Gamblers.pdf,review,
01,,pdf,14. Financial Strategies for Loved Ones of Gamblers,main/rebuild/content/legacy/whole/Module 1/WS1 Resources/14. Financial Strategies for Loved Ones of Gamblers.pdf,review,
01,,pdf,15. Dismantling the Poverty Trap Article,"main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/15. Dismantling the Poverty Trap Article.pdf",review,
01,,pdf,16. Supplemental Poverty Measure,main/rebuild/content/legacy/whole/Module 1/WS1 Resources/16. Supplemental Poverty Measure.pdf,review,
01,,jpg,2 768x512,main/rebuild/content/legacy/whole/Module 1/Visuals/2-768x512.jpg,review,
01,,pdf,2. How to Practice Mindfulness on a Budget,main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Behavioral Health and Mindfulness/2. How to Practice Mindfulness on a Budget.pdf,review,
01,,pdf,2. Steps Toward Financial Resilience,main/rebuild/content/legacy/whole/Module 1/WS1 Handouts/2. Steps Toward Financial Resilience.pdf,review,
01,,pdf,3. How to Reduce Financial Stress,main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Behavioral Health and Mindfulness/3. How to Reduce Financial Stress.pdf,review,
01,,pdf,3. Poverty and Intersectionality in Oregon,main/rebuild/content/legacy/whole/Module 1/WS1 Handouts/3. Poverty and Intersectionality in Oregon.pdf,review,
01,,pdf,4. Hidden Rules Among Classes,main/rebuild/content/legacy/whole/Module 1/WS1 Handouts/4. Hidden Rules Among Classes.pdf,review,
01,,pdf,4. Income Inequality in America,"main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/4. Income Inequality in America.pdf",review,
01,,pdf,5. How Poverty is Measured in the US,main/rebuild/content/legacy/whole/Module 1/WS1 Handouts/5. How Poverty is Measured in the US.pdf,review,
01,,pdf,5. Poverty in America Statistics,"main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/5. Poverty in America Statistics.pdf",review,
01,,pdf,6. Data Illustrating the Intersectional Nature of Poverty,"main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/6. Data Illustrating the Intersectional Nature of Poverty.pdf",review,
01,,pdf,6. The  American Dream  of upward mobility is broken,main/rebuild/content/legacy/whole/Module 1/WS1 Handouts/6. The _American Dream_ of upward mobility is broken.pdf,review,
01,,pdf,7. Bruce’s Beach Systemic Racism and Reparations,"main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/7. Bruce’s Beach Systemic Racism and Reparations.pdf",review,
01,,pdf,7. White Privilege Invisible Knapsack,main/rebuild/content/legacy/whole/Module 1/WS1 Handouts/7. White Privilege Invisible Knapsack.pdf,review,
01,,pdf,8. Race and the lack of intergenerational economic mobility in the US,"main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/8. Race and the lack of intergenerational economic mobility in the US.pdf",review,
01,,pdf,9. Displacement in Portland,"main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Poverty, Intersectionality, Social Justice/9. Displacement in Portland.pdf",review,
01,,pdf,Creating Community Agreements,main/rebuild/content/legacy/whole/Module 1/Course Introduction/Creating Community Agreements.pdf,review,
01,,pdf,Developing Community Agreements,main/rebuild/content/legacy/whole/Module 1/Course Introduction/Developing Community Agreements.pdf,review,
01,,pdf,Financial Literacy & African Americans  Bridging the Gap,main/rebuild/content/legacy/whole/Module 1/WS1 Handouts/Financial Literacy & African Americans_ Bridging the Gap.pdf,review,
01,,docx,MB FTS  1,main/rebuild/content/legacy/whole/Module 1/MB_FTS_ 1.docx,review,
01,,pdf,Money Basics PPT Workshop 1,main/rebuild/content/legacy/whole/Module 1/Money Basics PPT Workshop 1.pdf,review,
01,,pptx,OR WorkSystemsPresentation 20211006,main/rebuild/content/legacy/whole/Module 1/OR_WorkSystemsPresentation_20211006.pptx,review,
01,,pdf,SSS BudgetWorksheet 052023,main/rebuild/content/legacy/whole/Module 1/WS1 Handouts/SSS_BudgetWorksheet_052023.pdf,review,
01,,pdf,Trauma Informed Care in the Classroom,main/rebuild/content/legacy/whole/Module 1/Course Introduction/Trauma-Informed-Care-in-the-Classroom.pdf,review,
01,,pdf,W1 FG,main/rebuild/content/legacy/whole/Module 1/SG:FG/W1_FG.pdf,review,
01,,pdf,W1 FG copy,main/rebuild/content/legacy/whole/Module 1/SG:FG/W1_FG copy.pdf,review,
01,,pdf,W1 SG,main/rebuild/content/legacy/whole/Module 1/SG:FG/W1_SG.pdf,review,
01,,png,Wheel of Privilege and Power,main/rebuild/content/legacy/whole/Module 1/Visuals/Wheel of Privilege and Power.png,review,
01,,pdf,Workshop 01   Introduction,main/rebuild/content/legacy/whole/Module 1/Course Introduction/Workshop 01 - Introduction.pdf,review,
01,,pdf,Workshop 01   Introduction,main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Workshop 01 - Introduction.pdf,review,
01,,pdf,Workshop 1 Additional Resources,main/rebuild/content/legacy/whole/Module 1/WS1 Resources/Workshop 1 Additional Resources.pdf,review,
01,,pdf,Workshop 1 Worksheets,main/rebuild/content/legacy/whole/Module 1/WS1 Handouts/Workshop 1 Worksheets.pdf,review,
01,,pdf,Workshop 1 Worksheets (extra),main/rebuild/content/legacy/whole/Module 1/WS1 Handouts/Workshop 1 Worksheets (extra).pdf,review,
01,,jpg,equity apple tree 1024x575,main/rebuild/content/legacy/whole/Module 1/Visuals/equity-apple-tree-1024x575.jpg,review,
01,,html,poverty intersectionality privilege excerpt,main/rebuild/content/legacy/whole/Module 1/Visuals/poverty_intersectionality_privilege_excerpt.html,review,
01,,png,workshop packet image,main/rebuild/content/legacy/whole/Module 1/Visuals/workshop packet image.png,review,
01,,docx,~$ FTS  1,main/rebuild/content/legacy/whole/Module 1/~$_FTS_ 1.docx,review,
02,Additional_Resources,docx,1. Person Centered Planning,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 2/Resources/1. Person-Centered Planning.docx,ok,
02,Additional_Resources,pdf,1. Person Centered Planning,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 2/Resources/1. Person-Centered Planning.pdf,ok,
02,Additional_Resources,pdf,2. Person Centered Planning Tools,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 2/Resources/2. Person-Centered Planning Tools.pdf,ok,
02,Additional_Resources,docx,Workshop 2 Additional Resources,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 2/Resources/Workshop 2 Additional Resources.docx,ok,
02,Additional_Resources,pdf,Workshop 2 Additional Resources,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 2/Resources/Workshop 2 Additional Resources.pdf,ok,
02,Core_Resources,pptx,Money Basics PPT Workshop 2,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 2/Money Basics PPT Workshop 2.pptx,ok,
02,Core_Resources,pdf,Workshop 02   Setting Financial Goals,main/rebuild/content/legacy/parts/FG:SG_Splits/Wksp/Facilitator Guide/Wksp PDFs/Workshop 02 - Setting Financial Goals.pdf,ok,
02,Core_Resources,pdf,Workshop 02   Setting Financial Goals; Person Directed Planning,main/rebuild/content/legacy/parts/FG:SG_Splits/Wksp/Student Guide/Wksps/Workshop 02 - Setting Financial Goals; Person Directed Planning.pdf,ok,
02,Handouts,pdf,1. What is Person Directed Planning,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 2/Handouts/1. What is Person-Directed Planning.pdf,ok,
02,Handouts,docx,Workshop 2 Worksheets,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 2/Handouts/Workshop 2 Worksheets.docx,ok,
02,Handouts,pdf,Workshop 2 Worksheets,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 2/Handouts/Workshop 2 Worksheets.pdf,ok,
02,,docx,MB FTS  2,main/rebuild/content/legacy/whole/Module 2/MB_FTS_ 2.docx,review,
02,,docx,Module 2 Additional Resources,main/rebuild/content/legacy/whole/Module 2/Module 2 Additional Resources.docx,review,
02,,docx,Person Centered Planning,main/rebuild/content/legacy/whole/Module 2/Person-Centered Planning.docx,review,
02,,pdf,Workshop 02   Setting Financial Goals,main/rebuild/content/legacy/whole/Module 2/Workshop 02 - Setting Financial Goals.pdf,review,
03,Additional_Resources,docx,1. How to Make a Budget,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Resources/1. How to Make a Budget.docx,ok,
03,Additional_Resources,docx,10.  How to Buy a House with Low Income,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Resources/10.  How to Buy a House with Low Income.docx,ok,
03,Additional_Resources,docx,11. How To File For SSDI Benefits If Homeless,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Resources/11. How To File For SSDI Benefits If Homeless.docx,ok,
03,Additional_Resources,docx,13. SSI Elibility Requirements and Asset Limits,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Resources/13. SSI Elibility Requirements and Asset Limits.docx,ok,
03,Additional_Resources,docx,2. Free Online Budgeting Tools,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Resources/2. Free Online Budgeting Tools.docx,ok,
03,Additional_Resources,docx,3. How to Create a Successful Budget,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Resources/3. How to Create a Successful Budget.docx,ok,
03,Additional_Resources,docx,6. 10 Easy Ways to Save Money,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Resources/6. 10 Easy Ways to Save Money.docx,ok,
03,Additional_Resources,docx,8. No brainer Money Saving Tips,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Resources/8. No-brainer Money-Saving Tips.docx,ok,
03,Additional_Resources,docx,9. 11 Frugal Living Tips,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Resources/9. 11 Frugal Living Tips.docx,ok,
03,Additional_Resources,docx,Workshop 3 Additional Resources,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Resources/Workshop 3 Additional Resources.docx,ok,
03,Core_Resources,pptx,Money Basics PPT Workshop 3,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Money Basics PPT Workshop 3.pptx,ok,
03,Core_Resources,pdf,Workshop 03   Creating a Budget & Resources to Save Money,main/rebuild/content/legacy/parts/FG:SG_Splits/Wksp/Student Guide/Wksps/Workshop 03 - Creating a Budget & Resources to Save Money.pdf,ok,
03,Handouts,pdf,1. Budgeting Apps,Materials/_core_clean/Workshop_03/Handouts/1. Budgeting Apps.pdf,ok,
03,Handouts,docx,1. Budgeting Apps,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Handouts/1. Budgeting Apps.docx,ok,
03,Handouts,pdf,2. Budgeting Tips,Materials/_core_clean/Workshop_03/Handouts/2. Budgeting Tips.pdf,ok,
03,Handouts,pdf,3. Money Saving Resources Handout,Materials/_core_clean/Workshop_03/Handouts/3. Money Saving Resources Handout.pdf,ok,
03,Handouts,docx,3. Money Saving Resources Handout,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Handouts/3. Money Saving Resources Handout.docx,ok,
03,Handouts,pdf,Budget Worksheet 1,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Handouts/Budget Worksheet 1.pdf,ok,
03,Handouts,pdf,Budget Worksheet 2,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Handouts/Budget Worksheet 2.pdf,ok,
03,Handouts,pdf,Budget Worksheet 3,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Handouts/Budget Worksheet 3.pdf,ok,
03,Handouts,pdf,Fact Sheet Benefits Counseling,Materials/_core_clean/Workshop_03/Handouts/Fact-Sheet-Benefits-Counseling.pdf,ok,
03,Handouts,xlsx,Personal Balance Sheet,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Handouts/Personal Balance Sheet.xlsx,ok,
03,Handouts,xlsx,Personal Monthly Budget,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Handouts/Personal Monthly Budget.xlsx,ok,
03,Handouts,docx,Workshop 3 Worksheets,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Handouts/Workshop 3 Worksheets.docx,ok,
03,Handouts,pdf,Workshop 3 Worksheets,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Handouts/Workshop 3 Worksheets.pdf,ok,
03,Worksheets,pdf,Budget Worksheet 1,Materials/_core_clean/Workshop_03/Worksheets/Budget Worksheet 1.pdf,ok,
03,Worksheets,pdf,Budget Worksheet 2,Materials/_core_clean/Workshop_03/Worksheets/Budget Worksheet 2.pdf,ok,
03,Worksheets,pdf,Budget Worksheet 3,Materials/_core_clean/Workshop_03/Worksheets/Budget Worksheet 3.pdf,ok,
03,Worksheets,pdf,Budget Worksheet 4  Income & Expenses,Materials/_core_clean/Workshop_03/Worksheets/Budget Worksheet 4_ Income & Expenses.pdf,ok,
03,Worksheets,xlsx,Personal Balance Sheet,Materials/_core_clean/Workshop_03/Worksheets/Personal Balance Sheet.xlsx,ok,
03,Worksheets,xlsx,Personal Monthly Budget,Materials/_core_clean/Workshop_03/Worksheets/Personal Monthly Budget.xlsx,ok,
03,,pdf,1. How to Make a Budget,Materials/_core_clean/Workshop_03/Additional_Resources/1. How to Make a Budget.pdf,review,
03,,docx,10 Easy Ways to Save Money,main/rebuild/content/legacy/whole/Module 3/10 Easy Ways to Save Money.docx,review,
03,,pdf,10.  How to Buy a House with Low Income,Materials/_core_clean/Workshop_03/Additional_Resources/10.  How to Buy a House with Low Income.pdf,review,
03,,docx,11 Frugal Living Tips,main/rebuild/content/legacy/whole/Module 3/11 Frugal Living Tips.docx,review,
03,,pdf,11. How To File For SSDI Benefits If Homeless,Materials/_core_clean/Workshop_03/Additional_Resources/11. How To File For SSDI Benefits If Homeless.pdf,review,
03,,pdf,12. SSI Ticket to Work and PASS Accounts,Materials/_core_clean/Workshop_03/Additional_Resources/12. SSI Ticket to Work and PASS Accounts.pdf,review,
03,,pdf,13. SSI Elibility Requirements and Asset Limits,Materials/_core_clean/Workshop_03/Additional_Resources/13. SSI Elibility Requirements and Asset Limits.pdf,review,
03,,pdf,2. Free Online Budgeting Tools,Materials/_core_clean/Workshop_03/Additional_Resources/2. Free Online Budgeting Tools.pdf,review,
03,,pdf,25 Ways to Live on Less,Materials/_core_clean/Workshop_03/Additional_Resources/25 Ways to Live on Less.pdf,review,
03,,pdf,3. How to Create a Successful Budget,Materials/_core_clean/Workshop_03/Additional_Resources/3. How to Create a Successful Budget.pdf,review,
03,,pdf,4. How to Create a Budget in Six Steps,Materials/_core_clean/Workshop_03/Additional_Resources/4. How to Create a Budget in Six Steps.pdf,review,
03,,docx,5 No brainer Money Saving Tips,main/rebuild/content/legacy/whole/Module 3/5 No-brainer Money-Saving Tips.docx,review,
03,,pdf,5. 190 Online Resources for Saving Money,Materials/_core_clean/Workshop_03/Additional_Resources/5. 190 Online Resources for Saving Money.pdf,review,
03,,pdf,6. 10 Easy Ways to Save Money,Materials/_core_clean/Workshop_03/Additional_Resources/6. 10 Easy Ways to Save Money.pdf,review,
03,,pdf,7. 99 Great Ways to Save Money,Materials/_core_clean/Workshop_03/Additional_Resources/7. 99 Great Ways to Save Money.pdf,review,
03,,pdf,8. No brainer Money Saving Tips,Materials/_core_clean/Workshop_03/Additional_Resources/8. No-brainer Money-Saving Tips.pdf,review,
03,,pdf,9. 11 Frugal Living Tips,Materials/_core_clean/Workshop_03/Additional_Resources/9. 11 Frugal Living Tips.pdf,review,
03,,docx,Budgeting Apps,main/rebuild/content/legacy/whole/Module 3/Budgeting Apps.docx,review,
03,,pdf,Guide to SSI,Materials/_core_clean/Workshop_03/Additional_Resources/Guide to SSI.pdf,review,
03,,docx,How To File For Social Security Disability Benefits If Homeless,main/rebuild/content/legacy/whole/Module 3/How To File For Social Security Disability Benefits If Homeless.docx,review,
03,,docx,How to Buy a House with Low Income,main/rebuild/content/legacy/whole/Module 3/How to Buy a House with Low Income.docx,review,
03,,docx,How to Make a Budget,main/rebuild/content/legacy/whole/Module 3/How to Make a Budget.docx,review,
03,,docx,MB FTS  3,main/rebuild/content/legacy/whole/Module 3/MB_FTS_ 3.docx,review,
03,,docx,MB Money Saving Resources Handout,main/rebuild/content/legacy/whole/Module 3/MB Money Saving Resources Handout.docx,review,
03,,docx,Module 3 Additional Resources,main/rebuild/content/legacy/whole/Module 3/Module 3 Additional Resources.docx,review,
03,,pdf,Money Basics PPT Workshop 3,Materials/_core_clean/Workshop_03/Core_Resources/Slides/Money Basics PPT Workshop 3.pdf,review,
03,,pdf,Money Basics PPT Workshop 3,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 3/Money Basics PPT Workshop 3.pdf,review,
03,,docx,Online Budgeting Tools,main/rebuild/content/legacy/whole/Module 3/Online Budgeting Tools.docx,review,
03,,docx,SSI Elibility Requirements and Asset Limits,main/rebuild/content/legacy/whole/Module 3/SSI Elibility Requirements and Asset Limits.docx,review,
03,,pdf,Student Guide Workshop 03 Creating a  Budget,Materials/_core_clean/Workshop_03/Core_Resources/Guides/Student_Guide-Workshop_03-Creating_a_ Budget.pdf,review,
03,,pdf,The Social Security Administration Red Book (2020),Materials/_core_clean/Workshop_03/Additional_Resources/The Social Security Administration Red Book (2020).pdf,review,
03,,pdf,Tips for Family Money Management,Materials/_core_clean/Workshop_03/Additional_Resources/Tips for Family Money Management.pdf,review,
03,,pdf,Tips for Successful Budgeting,Materials/_core_clean/Workshop_03/Additional_Resources/Tips for Successful Budgeting.pdf,review,
03,,docx,What Makes for a Successful Budget,main/rebuild/content/legacy/whole/Module 3/What Makes for a Successful Budget.docx,review,
03,,pdf,Workshop 03   Creating a Budget,main/rebuild/content/legacy/whole/Module 3/Workshop 03 - Creating a Budget.pdf,review,
03,,pdf,Workshop 3 Additional Resources,Materials/_core_clean/Workshop_03/Additional_Resources/Workshop 3 Additional Resources.pdf,review,
03,,docx,~$ FTS  3,main/rebuild/content/legacy/whole/Module 3/~$_FTS_ 3.docx,review,
04,Additional_Resources,docx,1. How to Open a Bank Account,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/1. How to Open a Bank Account.docx,ok,
04,Additional_Resources,pdf,1. How to Open a Bank Account,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/1. How to Open a Bank Account.pdf,ok,
04,Additional_Resources,pdf,2. What to Consider When Opening a Bank Account,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/2. What to Consider When Opening a Bank Account.pdf,ok,
04,Additional_Resources,docx,3. How to Open a Checking Account With Bad Credit,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/3. How to Open a Checking Account With Bad Credit.docx,ok,
04,Additional_Resources,pdf,3. How to Open a Checking Account With Bad Credit,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/3. How to Open a Checking Account With Bad Credit.pdf,ok,
04,Additional_Resources,docx,4. Is Balancing Your Checkbook Still Important,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/4. Is Balancing Your Checkbook Still Important.docx,ok,
04,Additional_Resources,pdf,4. Is Balancing Your Checkbook Still Important,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/4. Is Balancing Your Checkbook Still Important.pdf,ok,
04,Additional_Resources,pdf,5. Check Writing Tips,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/5. Check Writing Tips.pdf,ok,
04,Additional_Resources,pdf,6. Common Banking Fees,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/6. Common Banking Fees.pdf,ok,
04,Additional_Resources,pdf,How to Read a Check,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/How to Read a Check.pdf,ok,
04,Additional_Resources,pdf,How to Write a Check,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/How to Write a Check.pdf,ok,
04,Additional_Resources,pdf,Keeping a Check Register,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/Keeping a Check Register.pdf,ok,
04,Additional_Resources,pdf,Why.Are.Credit.Unions.Different.Than.Banks,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/Why.Are.Credit.Unions.Different.Than.Banks.pdf,ok,
04,Additional_Resources,docx,Workshop 4 Additional Resources,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/Workshop 4 Additional Resources.docx,ok,
04,Additional_Resources,pdf,Workshop 4 Additional Resources,main/rebuild/content/legacy/parts/Teaching Materials/Workshop 4/Resources/Workshop 4 Additional Resources.pdf,ok,
